item_id,title,date,publisher,fids,fnames
5705037,Official gazette of the United States Patent and Trademark Office,uuuu,"U.S. Dept. of Commerce, Patent and Trademark Office, Information Products Division",FID3827|FID279|FID478|FID1276|FID264|FID1182|FID3796|FID2377|FID2760|FID287|FID2187|FID4|FID1116|FID2979|FID659|FID2829|FID1440|FID3647|FID780|FID1447|FID1424|FID1426|FID1040|FID693|FID2245|FID2197|FID1199|FID2283|FID225|FID3505|FID8|FID332|FID2772|FID2342|FID1417|FID2404|FID99|FID2266|FID3635|FID3530|FID1541|FID494|FID867|FID3877|FID3483|FID814|FID3132|FID3374|FID1500|FID2512|FID3029|FID2793|FID1790|FID703|FID3092|FID3895|FID2252|FID1062|FID1081|FID3886|FID3914|FID1965|FID3583|FID3844|FID3598|FID236|FID3873|FID747|FID2119|FID1634|FID2365|FID2408|FID487|FID2419|FID1682|FID352|FID927|FID3727|FID596|FID3418|FID3666|FID1284|FID1380|FID1504|FID2251|FID725|FID2194|FID1450|FID283|FID2027|FID2367|FID2500|FID1549|FID2159|FID442|FID1049|FID3526|FID2025|FID1489|FID1596|FID118|FID2779|FID2691|FID3393|FID2859|FID1014|FID3096|FID570|FID3893|FID709|FID3106|FID1471|FID2225|FID3674|FID3649|FID3062|FID2071|FID677|FID2678|FID3040|FID412|FID2413|FID2426|FID2733|FID1770|FID306|FID3789|FID3331|FID1895|FID2797|FID3539|FID1112|FID1295|FID1411|FID1200|FID434|FID1559|FID1904|FID3406|FID2826|FID3351|FID1780|FID2697|FID2835|FID2734|FID2856|FID3516,30000116734124.iso|30000053708297.iso|30000053707992.iso|30000053708172.iso|30000053708180.iso|30000053708198.iso|30000053708008.iso|30000053708016.iso|30000053524496.iso|30000053708024.iso|30000053708032.iso|30000053708040.iso|30000053708057.iso|30000053708065.iso|30000053708073.iso|30000053707604.iso|30000053707612.iso|30000053708289.iso|30000053708271.iso|30000053708263.iso|30000053708255.iso|30000053708248.iso|30000053708230.iso|30000053708214.iso|30000053708222.iso|30000053708206.iso|30000053708438.iso|30000053708420.iso|30000053708412.iso|30000053708404.iso|30000053708388.iso|30000053524504.iso|30000053524462.iso|30000053524561.iso|30000053524553.iso|30000053524546.iso|30000053524538.iso|30000053524512.iso|30000053524520.iso|30000053524454.iso|30000053524447.iso|30000053524439.iso|30000053524421.iso|30000053524363.iso|30000053524413.iso|30000053524405.iso|30000053524397.iso|30000053524371.iso|30000096190156.iso|30000053524389.iso|30000053524249.iso|30000053524256.iso|30000053524264.iso|30000053524272.iso|30000053524280.iso|30000053524298.iso|30000053524306.iso|30000053524314.iso|30000053524322.iso|30000053524330.iso|30000053524348.iso|30000096190164.iso|30000053524355.iso|30000053524231.iso|30000053524223.iso|30000053524215.iso|30000053524207.iso|30000053527424.iso|30000053527416.iso|30000053527408.iso|30000053527390.iso|30000053529255.iso|30000053529370.iso|30000053529388.iso|30000053528265.iso|30000053542043.iso|30000053542035.iso|30000053542027.iso|30000053542019.iso|30000053542001.iso|30000053542126.iso|30000053542134.iso|30000053542159.iso|30000053565895.iso|30000096190172.iso|30000053565879.iso|30000053565903.iso|30000053565911.iso|30000053565929.iso|30000053565937.iso|30000096148923.iso|30000053565945.iso|30000053565952.iso|30000053565960.iso|30000096148915.iso|30000096148907.iso|30000096148899.iso|30000096148816.iso|30000096148881.iso|30000096148873.iso|30000096148865.iso|30000096148857.iso|30000096148840.iso|30000096148725.iso|30000096148733.iso|30000096148808.iso|30000096148790.iso|30000096148782.iso|30000096148774.iso|30000096148766.iso|30000096148741.iso|30000096148758.iso|30000096152925.iso|30000096148824.iso|30000096148675.iso|30000096152933.iso|30000096152941.iso|30000096152958.iso|30000096148683.iso|30000096148717.iso|30000096148709.iso|30000096148691.iso|30000096152966.iso|30000096152974.iso|30000096152982.iso|30000096152990.iso|30000096143767.iso|30000096153006.iso|30000096143759.iso|30000096143742.iso|30000096143734.iso|30000096143577.iso|30000096143619.iso|30000096143585.iso|30000096176924.iso|30000096143593.iso|30000096143601.iso|30000096143726.iso|30000096143718.iso|30000096176833.iso|30000096143700.iso|30000096176841.iso|30000096176858.iso|30000096176866.iso|30000096176874.iso|30000096176882.iso|30000096176890.iso
6081153,TerrainBase CD-ROM,1995,National Geophysical Data Center,FID3682,30000085792921.iso
5751224,Public use microdata sample (PUMS) 1%,[2003],"U.S. Dept. of Commerce, U.S. Census Bureau",FID2951,30000094627639.iso
4294964,"U.S. renal data system ... annual data report, researcher's guide, reference tables, ADR slides",199u,"National Institute of Diabetes and Digestive and Kidney Diseases, U.S. Renal Data System Coordinating Center",FID913|FID195,30000048831584.iso|30000056038452.iso
5315315,National Education Longitudinal Study,[2002],"National Center for Education Statistics, U.S. Dept. of Education, Office of Educational Research and Improvement",FID136,30000082087143.iso
6924789,"School survey on crime and safety (SSOCS) 2003-04 public-use data files, user's manual, and codebook",[2007],"National Center for Education Statistics, U.S. Dept. of Education, Institute of Education Sciences",FID416,30000110391368.iso
4293437,ESI atlases,[1998],The Division,FID1412,30000056231362.iso
5501902,Introductory MODIS multidisciplinary data set (MMDS),2003,NASA,FID3584,30000087742437.iso
2790228,Final report of NRC AP600 research conducted at Oregon State University,1999,"U.S. Nuclear Regulatory Commission, Office of Nuclear Regulatory Research",FID240,30000067351431.iso
5430082,United States Army and the Korean War,2002,U.S. Army Center of Military History,FID3805|FID12|FID3937,30000081824157_1.iso|30000081824157_2.iso|30000081824157_3.iso
4270305,Tide & tidal current tables,1996,"U.S. Dept. of Commerce, National Oceanic and Atmospheric Administration, National Ocean Service",FID1430,30000048834067.iso
4214034,Photographs from the U.S. Geological Survey Photographic Library,1992,The Survey,FID3650,30000077392623.iso
4298121,This place called home,1998?],The Agency],FID1725,30000067352595.iso
4960877,Gross product by industry for the United States and states,2000,"U.S. Dept. of Commerce, Economics and Statistics Administration, Bureau of Economic Analysis",FID643,30000082574694.iso
1283872,Resource guide on the implementation of linear referencing systems in geographic information systems,[1998?],"Bureau of Transportation Statistics, U.S. Dept. of Transportation",FID2400,30000056276748.iso
6089596,Leadership guide FY 2005,2005?],U.S. Office of Personnel Management,FID1130,30000082818414.iso
8476651,Onsite and clustered (decentralized) wastewater treatment systems,[2006],U.S. Environmental Protection Agency,FID586,30000126547417.iso
1039241,Statistical compendium,1994],U.S. Bureau of Mines,FID3184,30000050034598.iso
5663099,"Respirator usage in private sector firms, 2001",[2003],"U.S. Dept. of Labor, Bureau of Labor Statistics and U.S. Dept. of Health and Human Services, Centers for Disease Control and Prevention, National Institute for Occupational Safety and Health",FID915,30000085738601.iso
4931368,Greening the government on CD-ROM,[2000],White House Task Force on Recycling,FID3919,30000078832197.iso
4260320,"Trends in the health of older Americans, United States, 1994",1995],"U.S. Dept of Health and Human Services, Public Health Service, Centers for Disease Control",FID372,30000102588690.img
1012791,Computer-based training library of air traffic control training programs,[1995-,SAF/AAD,FID1585,30000050015373.iso
4917634,Yosemite Valley plan,[2001],"U.S. Dept. of the Interior, National Park Service",FID429|FID3079,30000078910126_1.iso|30000078910126_2.iso
5765786,Principles of federal appropriations law,[2004]-<[2006]>,"Office of the General Counsel, U.S. General Accounting Office",FID3461,30000109293344.iso
4262732,national education goals report,[1995?-],National Education Goals Panel,FID1613,30000042367916.iso
6132703,Public Printer's annual report,2003-,G.P.O,FID2271,30000096142074.iso
483376,1990 census transportation planning package,[1994?],"Bureau of Transportation Statistics, U.S. Dept. of Transportation",FID3603,30000035475544.iso
4202101,"1:2,000,000-scale digital line graph (DLG) data",1992,The Center,FID2184,30000077394058.iso
4291685,"Summary terrane, mineral deposit, and metallogenic belt maps of the Russian Far East, Alaska, and the Canadian Cordillera",1998,U.S. Geological Survey,FID464,30000077395022.iso
4274855,Ecological units of the eastern United States,1995,The Service,FID3440,30000050015001.iso
4916336,Guide to industrial assessments for pollution prevention and energy efficiency,[2001],"U.S. Environmental Protection Agency, Office of Research and Development, National Risk Management Research Laboratory, Center for Environmental Research Information",FID1024,30000078178948.iso
6317436,Childhood obesity,c2004,Discovery Health Channel,FID1792,30000096539121.iso
2885816,Aeromagnetic surveying in Wisconsin 1998-99,2000,"U.S. Dept. of the Interior, U.S. Geological Survey",FID2334,30000079591446.iso
4264851,Mineral resources data system,1996-,U.S. Geological Survey,FID204,30000077392854.iso
6045582,Landscape aesthetics,[1995],"U.S. Dept. of Agriculture, Forest Service",FID2370,30000095211367.iso
4292455,"C-CAP, Coastal Change Analysis Program",[1998],The Center,FID1927,30000053908210.iso
4646607,Global AVHRR-derived land climatology,1997,"National Environmental Satellite, Data and Information Center, National Geophysical Data Center",FID2932|FID2710,30000062204288_1.iso|30000062204288_2.iso
4234578,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID1694,30000036885600.iso
4998521,ECLS-K base year public-use,[2001],"National Center for Education Statistics, U.S. Dept. of Education",FID1793,30000076093727.iso
5012846,1995-97 matched multiple birth data set,2000,The Center,FID2990,30000078820572.iso
6038477,Ocean explorer,2004,NOAA Office of Ocean Exploration,FID2875,30000095280339_2.iso
4246630,Make your own paper fossils,1994],U.S. Geological Survey,FID3445,30000103499426.img
1295295,"Geology of the conterminous United States at 1:2,500,000 scale",1998,U.S. Geological Survey,FID2577,30000077393134.iso
5630127,Annotated bibliography of source water protection materials,2003,"U.S. Environmental Protection Agency, Office of Ground Water and Drinking Water, Drinking Water Protection Division, Prevention Branch",FID2596,30000085735714.iso
5127042,organizational guide to pollution prevention,[2001 i.e. 2002],"U.S. Environmental Protection Agency, Office of Research and Development",FID307,30000084251689.iso
4947918,Selected Office of Water methods and guidance,[2001],The Agency,FID3160,30000078818287.iso
4928835,Loan arranger consolidation CD,[2000],"U.S. Dept. of Education, Consolidation Dept., Loan Origination Center",FID3289,30000078831280.iso
4237229,Geographical identification code scheme,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3705,30000035452907.iso
5525273,World War II inter-allied conferences,2003,Joint History Office,FID3145,30000086269259.iso
4277375,Great Basin geoscience data base,1996,U.S. Geological Survey,FID3430|FID1156,30000077392698_1.iso|30000077392698_2.iso
4909942,Partnership for Family Involvement in Education,2000?],The Partnership,FID3263,30000078833021.iso
4241253,1990 census of population and housing,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID335,30000044516858.iso
4284756,Stream stability and scour assessments at bridges in Massachusetts,1997,The Survey,FID2574|FID223,30000077392334_1.iso|30000077392334_2.iso
4289990,"Partnerships, technologies & communities",1997,"U.S. Dept. of Health and Human Services, Pubic Health Service, Centers for Disease Control, National Center for Health Statistics",FID1515,30000056955747.iso
1249313,TSCA section 8(e) Triage and abstracts,[1994],U.S. Environmental Protection Agency,FID3285|FID1285|FID1905,30000061408203.img|30000061408211.img|30000061408229.img
4239981,1990 census of population and housing,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID156,30000038688796.iso
4944865,Exploring the extreme Universe!,[2001],The Laboratory,FID2383,30000078818527.iso
4911766,Pacific exploratory mission in the north western Pacific phase A & B,[2000],"Atmospheric Sciences Data Center, National Aeronautics and Space Administration",FID2803|FID1974,30000078177734_1.iso|30000078177734_2.iso
7307790,Breathing freely,[2006],U.S. Environmental Protection Agency,FID2386,30000115866075.iso
5358154,dynamic sun,[2002],NASA,FID1140,30000082162680.iso
4882558,"Field demonstration of permeable reactive barriers to remove dissolved uranium from groundwater, Fry Canyon, Utah",[2000],"U.S. Environmental Protection Agency, Office of Air and Radiation",FID2882,30000078957283.iso
4303421,Federal tax products,[1999]-,U.S. G.P.O,FID3411,30000056102993.iso
2783828,"Draft environmental impact statement for a geologic repository for the disposal of spent nuclear fuel and high-level radioactive waste at Yucca Mountain, Nye County, Nevada",[1999],"U.S. Dept. of Energy, Office of Civilian Radioactive Waste Management",FID3644,30000067681753.iso
