item_id,title,date,publisher,fids,fnames
5126781,Interactive catalog of products and services,c1998,U.S. Office of Personnel Management Employment Service,FID384,30000084170533.iso
691980,CTPP handbook,[1995],"U.S. Dept. of Transportation, Federal Highway Administration",FID934,30000103501072.img
5573224,CAMEO,2003,"U.S. Environmental Protection Agency, Chemical Emergency Preparedness and Prevention Office",FID2463,30000085735672.iso
5770143,Final environmental impact statement North Fork Burnt River mining,2004,USDA Forest Service,FID1536,30000093771925.iso
5340954,virtual small business workshop CD ROM,[2001],Internal Revenue Service,FID1560,30000082159710.iso
4249713,Material world,c1994,StarPress Multimedia,FID755,30000056779253.iso
6116662,Local limits development guidance,[2004],"U.S. Environmental Protection Agency, Office of Wastewater Management",FID3122,30000095286351.iso
664290,APSRS,19uu,"U.S. Dept. of the Interior, U.S. Geological Survey, National Mapping Division, Earth Science Information Center",FID1668|FID47,30000054766120.iso|30000103504308.iso
4298145,mineral economy of Brazil =,1999,"Dept. of the Interior, U.S. Geological Survey",FID3478,30000077393027.iso
6156983,Ocean explorer,[2005],NOAA Office of Ocean Exploration,FID485,30000096539188.iso
5657556,"Baccalaureate and beyond longitudinal study, B&B:2000/01 DAS, all DAS CD",[2003],"NCES, National Center for Education Statistics",FID741,30000085740748.iso
6671631,Coastal Change Analysis Project,1994],"U.S. Dept. of Commerce, National Oceanic and Atmospheric Administration, Coastal Ocean Program",FID3493,30000062940816.iso
5703417,LandView 6 on DVD,[2003],"U.S. Dept. of Commerce, Economics and Statistics Administration, U.S. Census Bureau",FID3881|FID398,30000085799892_1.iso|30000085799892_2.iso
4203790,PC-AEO forecasting model,1989],"Dept. of Energy, Energy Information Administration",FID2872|FID2714|FID424,30000050360175.img|30000050360167.img|30000050360159.img
5269550,Self-paced interactive training for the hazardous organic NESHAP,[2002?],U.S. Environmental Protection Agency,FID1291,30000082353008.iso
2837105,"marine GIS library for Massachusetts Bay, October 1999",2000,"U.S. Dept. of the Interior, U.S. Geological Survey",FID3723,30000077393829.iso
4300212,Women in the U.S. Armed Forces,1998,Defense Visual Information Center,FID298,30000061244780.iso
5013152,Pavement preservation,[2001],"U.S. Dept. of Transportaton, Federal Highway Administration",FID539,30000076093925.iso
2799606,United States vs Microsoft.],1999],Dept. of Justice,FID3698,30000077252637.iso
4244992,National Criminal Justice Reference Service document data base,-[1996],NCJRS,FID2416,30000050015365.iso
5287495,School bus driver,[2001],"U.S. Dept. of Transportation, National Highway Traffic Safety Administration",FID1819,30000082153515.iso
4303916,Marine Corps doctrinal publications,[1999],"Doctrine Division, Marine Corps Combat Development Command",FID2593,30000065992897.iso
4280768,U.S. government management policy CD-ROM,[1997]-,"General Services Administration, Office of Governmentwide Policy",FID977,30000061404061.iso
5274324,Tax talk today highlights,2002?],U.S. Dept. of the Treasury,FID1484,30000077044463.iso
3711402,"Commission hearings, September 9, 1999 to February 2, 2000",[2000],The Commission,FID2302,30000066884390.iso
4908079,Human genetic variation,[1999],"National Institutes of Health, Office of Science Education",FID396,30000084170202.iso
5548795,Imagers,[2003],"National Aeronautics and Space Administration, Goddard Space Flight Center",FID3832,30000081826954.iso
5677689,EPA national publications catalog,2003-,"U.S. Environmental Protection Agency, Office of Administration and Resources Management",FID613,30000053759712.iso
5756370,Prevention and remediation issues in selected industrial sectors,2004?],U.S. Environmental Protection Agency,FID895,30000093771016.iso
2763134,White River National Forest proposed revised land and resource management plan,1999,"Region 2, USDA Forest Service",FID1119,30000062222546.iso
4951494,1997 census of agriculture,[2001],"U.S. Dept. of Agriculture, National Agricultural Statistics Service",FID1872,30000079006536.iso
5343022,"Classification, compensation, and performance reference library",2001-,U.S. Office of Personnel Management,FID858,30000053688671.iso
4240391,1990 census of population and housing,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID218,30000044516676.iso
6261448,Welcome to the United States,2005,"U.S. Dept. of Homeland Security, U.S. Citizenship and Immigration Services, U.S. Dept. of Education",FID315,30000101544173.iso
4265000,"Digital map data, text, and graphical images in support of the 1995 national assessment of United States oil and gas resources",1996,U.S. Geological Survey,FID2414,30000077392839.iso
1102730,"United States naval aviation, 1910-1995",1997,"Naval Historical Center, Dept. of the Navy",FID2291,30000050360522.iso
923520,Urban soil lead abatement demonstration project,[1996],"National Center for Environmental Assessment, Office of Research and Development, U.S. Environmental Protection Agency",FID1162,30000102588401.img
4928839,Fathers' involvement in children's learning,[2000?],Partnership for Family Involvement in Education,FID2933,30000078831314.iso
5397948,World ocean atlas 2001,2002,"U.S. Dept. of Commerce, National Oceanic and Atmospheric Administration, National Oceanographic Data Center, Ocean Climate Laboratory",FID3809|FID3504|FID2529,30000082162763.iso|30000082162771.iso|30000082162888.iso
4301897,global forum on fighting corruption,1999,"Bureau for International Narcotics and Law Enforcement Affairs, Secretariat of the Vice President Global Forum on Corruption",FID3699,30000067643019.iso
4304133,"Ozone monitoring, mapping, and public outreach",[1999],"U.S. Environmental Protection Agency, Office of Research and Development",FID3034,30000067349807.iso
4960895,Annual report on international religious freedom,199u,Dept. of State,FID2847,30000053465039.iso
4612461,IMPAC II request for proposal and supplemental material,1993,"National Institutes of Health, Division of Research Grants, Information Systems Branch",FID3926,30000061405803.img
4247950,500-MHz ground penetrating radar data collected during an intentional spill of tetrachloroethylene at Canadian Forces Base Borden in 1991,1994,"U.S. Dept. of the Interior, U.S. Geological Survey",FID25,30000077392730.iso
6825758,Collection of solid waste resources,2005,U.S. Government Printing Office,FID3750,30000111010793.iso
4240088,National geochemical data base,1994,"U.S. Dept. of the Interior, U.S. Geological Survey",FID1422,30000077392763.iso
5678550,NIOSH safety checklist program for schools and other safety databases,[2003],"Dept. of Health and Human Services, Centers for Disease Control and Prevention, National Institute for Occupational Safety and Health",FID1977,30000085740771.iso
6458655,Sailing directions (enroute),2004,National Geospatial-Intelligence Agency,FID122,30000102920372.iso
4251347,1995 national assessment of United States oil and gas resources,1995,U.S. Geological Survey,FID229,30000045137878.iso
5633357,"Gas & oil in Colorado, petroleum products are everywhere!",2000,"Colorado Geological Survey, Division of Minerals and Geology, Colorado Dept. of Natural Resources",FID1608,30000087809368.iso
6741585,Interactive Pit Lakes 2004 Conference,[2006],U.S. EPA,FID1603,30000054692490.iso
4926773,Coastal use issues,[2000],"U.S. Dept. of Agriculture, Rural Utilities Services, Engineering and Environmental Staff",FID363,30000078841636.iso
4285506,Sourcebook of criminal justice statistics,1995,"U.S. Dept. of Justice, Bureau of Justice Statistics",FID1371|FID346|FID169|FID2792|FID3095|FID1413|FID3037,30000047660760.iso|30000048829521.iso|30000056083144.iso|30000056101078.iso|30000053421883.iso|30000053708909.iso|30000053565366.iso
4279780,1994 continuing survey of food intakes by individuals (CSFII),[1997],"Food Surveys Research Group, Beltsville Human Nutrition Research Center, Agricultural Research Service, U.S. Dept. of Agriculture",FID3280,30000050360076.iso
4253407,1990 census of population and housing,1995,"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3810|FID2542,30000044896581.iso|30000044896573.iso
4229886,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2805,30000038620450.iso
4242517,1990 census of population and housing,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2047,30000044528580.iso
5259763,Gap analysis of Oregon,1999],National Gap Analysis Project,FID2914|FID111,30000076099161_1.iso|30000076099161_2.iso
1092819,Affordable housing through energy conservation,1989,"U.S. Dept. of Energy, Office of Buildings and Community Systems, Building Systems Division",FID2551|FID1091,30000050578271.img|30000050360340.img
4258023,"Publications from the National Center for Health Statistics, featuring Health, United States",1995-1998,NCHS,FID946|FID2778|FID2261|FID2116|FID2411,30000050618168.iso|30000050618150.iso|30000047646025.iso|30000047643550.iso|30000048829620.iso
2864523,Fleet recreation,1999?],Dept.of the Navy,FID1934|FID1631,30000065731907_1.iso|30000065731907_2.iso
2780898,"Water resources of the Prairie Island Indian Reservation, Minnesota, 1994-97",1999,"U.S. Dept. of the Interior, U.S. Geological Survey",FID3482,30000102588781.img
4238172,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3571,30000038669416.iso
4955915,Surface Velocity Programme,[2000]s,"WOCE Data Information Unit, University of Delaware, College of Marine Studies",FID3193,30000078818378.iso
4300331,HMA construction overlay design,[1999],"U.S. Dept. of Transportation, Federal Highway Administration, National Highway Institute",FID1712,30000062203843.iso
4298269,"federal acquisition regulation system (Title 48, CFR)",1998-,U.S. G.P.O,FID3434,30000116221726.iso
5300972,Energy and water for sustainable living,2002,U.S. Dept. of Energy,FID2188|FID3743|FID3143,30000083648836.iso|30000085792798.iso|30000085792806.iso
5645327,STS-107 tribute,2003],National Aeronautics and Space Administration,FID1787,30000085739880.iso
4911283,"U.S. Air Force Health Study 1992 followup, cycle 4",2000,Air Force Research Laboratory,FID2965,30000078817800.iso
4303910,TERRA,[1999],"NASA, Goddard Space Flight Center",FID1505,30000065775318.iso
4249703,"National Exposure Registry, TCE subregistry",[1995],"Agency for Toxic Substances and Disease Registry, Division of Health Studies, Exposure and Disease Registry Branch",FID104,30000044896516.iso
4253089,1992 census of agriculture,[1995],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID923,30000044889081.iso
5627881,Programa de Cupones para Alimentos,[2003],"U.S. Dept. of Agriculture, Food and Nutrition Service",FID2956,30000083253777.iso
4262363,pilot standard national course classification system for secondary education,1995,"U.S. Dept. of Education, Office of Educational Research and Improvement, National Center for Education Statistics",FID929|FID2852|FID207,30000102588328.img|30000102588336.img|30000102588344.img
5291806,Yucca Mountain preliminary site suitability evaluation,[2001],"U.S. Dept. of Energy, Office of Civilian Radioactive Waste Management",FID679|FID2622,30000082158738.iso|30000116221577.iso
4283022,guide to defaulted student loans,[1997?],"U.S. Dept. of Education, Debt Collection Service",FID1074,30000102588302.img
4232284,Statistical abstract of the United States,1993-,"U.S. Dept. of Commerce, Economics and Statistics Administration, Bureau of the Census, Data User Services Division",FID2331|FID1659|FID2106|FID3695|FID2790|FID1410|FID1741|FID3188|FID490,30000042367924.iso|30000042367940.iso|30000042367932.iso|30000042367957.iso|30000056037900.iso|30000071022358.iso|30000053423095.iso|30000053708826.iso|30000053565192.iso
4937096,United States Army and the Korean War,[2000],U.S. Army Center of Military History,FID573|FID702|FID3628|FID3585,30000078818253_1.iso|30000078818253_2.iso|30000078818253_3.iso|30000078818253_4.iso
4297774,Periodical publications,19uu,"U.S. Dept. of Commerce, National Oceanic and Atmospheric Administration",FID2410|FID1714|FID1772,30000056038148.iso|30000048862589.iso|30000056083458.iso
1070223,Joint EDucation Initiative (JEdI),1990-[1991?],"U.S. Dept. of the Interior, Geological Survey",FID2559|FID529|FID2788,30000077392466_1.iso|30000077392466_2.iso|30000077392466_3.iso
4238835,Integrated postsecondary education data system,[1994-,"Office of Educational Research and Improvement, U.S. Dept. of Education",FID3711|FID336|FID2996|FID546|FID3021|FID1548,30000044567232.iso|30000044567364.iso|30000042355408.iso|30000044896045.iso|30000047522416.iso|30000056101052.iso
4292754,"Envirocrimes, clear and present hazards",[1998],The Institute,FID420,30000056231321.iso
4296659,Congressional district atlas,199u,"U.S. Dept. of Commerce, Bureau of the Census, Geography Division",FID628|FID717,30000056085214.iso|30000053565176.iso
4249569,National geochronological and natural radioelement data bases,1995,"Dept. of Interior, U.S. Geological Survey",FID3339,30000077392797.iso
4271525,"National energy research seismic library--Powder River Basin, Montana-Wyoming",1996,U.S. Geological Survey,FID3423|FID3746,30000077392631_1.iso|30000077392631_2.iso
4259355,Dazzeloids,c1994,Voyager,FID1089,30000048131951.iso
4289708,Welcome to the EOSDIS data sampler,[1997?],NASA,FID1703,30000056955721.iso
4241031,General land office automated records project,1993],"U.S. Dept. of the Interior, Bureau of Land Management, Eastern States",FID2650,30000044535049.iso
4286743,"Geology, mineral and energy resources, Mimbres Resource Area, New Mexico",1997,"U.S. Department of the Interior, U.S. Geological Survey",FID469,30000082990643.iso
1085959,1995 national nursing home survey,[1997],The Center,FID535,30000050360415.iso
2886148,Chemical Emergency Preparedness and Prevention Office library on CD,2000,"U.S. Environmental Protection Agency, Office of Solid Waste and Emergency Response",FID798,30000065997136.iso
6140136,United States Army and World War II,[2004],U.S. Army Center of Military History,FID2427|FID2855|FID1552|FID3673,30000096529445_1.iso|30000096529445_2.iso|30000096529445_3.iso|30000096529445_4.iso
4237165,Global daily summary,[1994],National Climatic Data Cneter,FID1813,30000035452949.iso
6531605,Breathing easy,[2006?],IAQ-Info [distributor],FID3116,30000109298459.iso
1010244,Encyclopedia of medical program data,[1995]-,"U.S. Dept. of Transportation, Federal Aviation Administration",FID3862|FID1681,30000047534692.iso|30000047534700.iso
4247069,"Schools and staffing survey, ... electronic codebook and public use data",[1994?-,The Center,FID2190,30000047539386.iso
4253098,1990 census of population and housing,1995,"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID179,30000044896490.iso
5430083,Draft recovery plan for the bull trout and proposed critical habitat,[2002],"U.S. Fish & Wildlife Service, Pacific Region",FID3131,30000081824132.iso
4303327,"National Education Longitudinal Study, 1988-94",[2000],"National Center for Education Statistics, Office of Educational Research and Improvement, U.S. Dept. of Education",FID1066,30000065992707.iso
4293999,PAAS reporter handbook,[1998],,FID3889,30000057033692.iso
4303441,Crime victimization survey software,1999],Bureau of Justice Statistics,FID2192,30000065992905.iso
4274540,"Traffic safety CD-ROM, 1996",[1996],"Bureau of Transportation Statistics, U.S. Dept. of Transportation",FID1822,30000044896060.iso
6232394,Controlando los factores del asma,[2004],U.S. Environmental Protection Agency,FID2486,30000101538134.iso
4882993,NIOSH musculoskeletal documents on CD-ROM,[2001],"U.S. Dept of Health and Human Services, Centers for Disease Control and Prevention, National Institute for Occupational Safety and Health",FID600,30000078957226.iso
4644526,Academic science/engineering,198u,National Science Foundation,FID1582|FID3879|FID2052|FID748|FID1594,30000102581109.img|30000102581117.img|30000103500801.img|30000103500819.img|30000103500827.img
1280875,United States Army in World War I,[1998],United States Army Center of Military History,FID3310|FID740|FID1457,30000056285640_1.iso|30000056285640_2.iso|30000056285640_3.iso
4292596,NIOSH health hazard evaluations,[1998?],"U.S. Dept. of Health and Human Services, Public Health Service, Centers for Disease Control and Prevention, National Institute for Occupational Safety and Health",FID3101|FID2567,30000053908343_1.iso|30000053908343_2.iso
4299494,Climate change presentation kit,[1999],EPA,FID1340,30000067278808.iso
2838315,Reexamination of spent fuel shipment risk estimates,2000,"[Spent Fuel Project Office], Office of Nuclear Material Safety and Safeguards, U.S. Nuclear Regulatory Commission",FID636,30000064988235.iso
5770146,"Gap Analysis of Texas, TX-GAP, Final Report and Data, Disc. 1, December 2003, (CD-ROM)",2004?],s.n,FID537|FID857|FID968|FID1873|FID1124,30000093771958.iso|30000093771966.iso|30000093771974.iso|30000093771982.iso|30000093771990.iso
4300431,Federal justice statistics program,1994,"Bureau of Justice Statistics, U.S. Dept. of Justice",FID3501|FID3451|FID386|FID2920|FID928|FID3167|FID2135|FID152,30000056041076_1.iso|30000056041076_2.iso|30000056085156_1.iso|30000056085156_2.iso|30000056104601_1.iso|30000056104601_2.iso|30000053421909_1.iso|30000053421909_2.iso
4881977,Manufacturers' instructions for child safety seats,2000,"U.S. Dept. of Transportation, National Highway Traffic Safety Administration",FID1531,30000078910191.iso
4184908,"1988 dress rehearsal census of St. Louis City, east central Missouri and eastern Washington",[1990],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3195|FID3736,30000050015415.iso|30000050015423.iso
5315313,Benthic habitats of Puerto Rico and the U.S. Virgin Islands,[2001],Coastal Services Center,FID762,30000082087127.iso
4294317,Census mapper,[1998],"Environmental Systems Research Institute, Inc",FID2917,30000061708578.iso
4255563,EDsearch,1994-,The Center,FID2731|FID803,30000044540114.iso|30000044554719.iso
4302251,Consumer confidence report writer,1999?],U.S. Environmental Protection Agency,FID1900,30000067352579.iso
4251204,1992 census of agriculture,[1995],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3119,30000036885931.iso
4944858,Water issues,[2000],The Service,FID2690,30000079006593.iso
5269549,Factor finder CD-ROM,[2002],"U.S. Environmental Protection Agency, National Center for Environmental Assessment",FID2166,30000082353016.iso
842052,Interactive courseware,[1996?],Air Education and Training Command,FID847,30000042424519.iso
4250255,"Geology and mineral and energy resources, Roswell Resource Area, New Mexico",1995,"U.S. Dept. of the Interior, U.S. Geological Survey",FID1120,30000077392789.iso
4301177,NOAA/NASA Pathfinder climate data,1998,"National Environmental Satellite, Data, and Information Service, National Geophysical Data Center",FID3697,30000062204296.iso
1387545,Certified equipment list as of,1998-,"National Institute for Occupational Safety and Health, Certification and Quality Assurance Branch",FID3327|FID1675|FID1561|FID609,30000056036944.img|30000056036951.img|30000056036969.img|30000056036936.img
1355673,TIGER/census tract street index,[1999],"U.S. Dept. of Commerce, Bureau of the Census, Geography Division",FID2654|FID3108|FID2514|FID193|FID461|FID2671|FID1127|FID1046,30000061709618.iso|30000061709600.iso|30000061709592.iso|30000061709584.iso|30000061709576.iso|30000061709568.iso|30000061709550.iso|30000061709626.iso
4298360,Military careers,199u,U.S. Dept. of Defense,FID840,30000048861516.iso
4292595,"National Health and Nutrition Examination Survey III, 1988-94",[1998],"U.S. Dept. of Health and Human Services, Centers for Disease Control and Prevention, National Center for Health Statistics",FID2770,30000053908012.iso
6223253,air almanac,2005,"Nautical Almanac Office, United States Naval Observatory",FID1217|FID2308|FID3594,30000053705707.iso|30000096215888.iso|30000124301148.iso
4944856,Historic preservation issues,c2000,The Service,FID1758,30000079006577.iso
5300969,built environment image guide for the national forests and grasslands,[2001],"U.S. Dept. of Agriculture, Forest Service",FID562,30000082086210.iso
5056459,Metal Finishing Facility Risk Screening Tool (MFFRST),[2001],"U.S. Environmental Protection Agency, Office of Research and Development",FID1138,30000076179138.iso
4911529,Energy Star Homes Marketing Toolkit,2001],U.S. Environmental Protection Agency,FID2033,30000078818436.iso
4646613,Exploring the extreme universe!,[1999],NASA,FID2122,30000062940857.iso
4298542,"High-resolution marine geologic maps showing sediment distribution on the insular shelf off Luquillo, Puerto Rico",1999,Woods Hole Section,FID692,30000077392581.iso
4238840,1990 census of population and housing,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID1520,30000038688580.iso
4260127,Current population survey,199u,"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3236|FID351|FID2845|FID281,30000047657428.iso|30000047657410.iso|30000047648492.iso|30000048838449.iso
5138278,Tax products CD-ROM,2001-2004,"Dept. of the Treasury, Internal Revenue Service",FID2256,30000088040716.iso
4266178,1991 longitudinal followup to the 1988 National Maternal and Infant Health Survey,[1996],"U.S. Dept. of Health and Human Services, Public Health Service, Centers for Disease Control and Prevention, National Center for Health Statistics",FID2814,30000047657345.iso
4296831,National geochemical atlas,1998,"U.S. Dept. of the Interior, U.S. Geological Survey",FID139,30000077392896.iso
4251203,1992 census of agriculture,[1995],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3909,30000036885923.iso
4911752,Vector map level 0 (VMAP0),[2000],The Agency,FID1820|FID310|FID3631|FID1583,30000078177676.iso|30000078177643.iso|30000078177668.iso|30000078177650.iso
4911282,"U.S. Air Force Health Study 1987 followup, cycle 3",2000,Air Force Research Laboratory,FID1421,30000078817792.iso
1160263,ICS forms,1998?],U.S. Forest Service,FID3025,30000050442114.iso
4677126,"Digital bedrock geologic map of the Ashland and the northern part of the Ironwood 30ʹ x 60ʹ quadrangles, Wisconsin and Michigan",2000,"U.S. Dept. of the Interior, U.S. Geological Survey",FID2260,30000077394314.iso
1094227,Natural gas annual,19uu,Energy Information Administration,FID170|FID1821|FID2729|FID1576|FID1028|FID792,30000048800159.img|30000048800142.img|30000048800134.img|30000048800167.img|30000048800183.img|30000048800175.img
4233465,EPADOC,1992,The Branch,FID1232,30000116221734.iso
4926776,Considering project effects under NEPA,[2000],"U.S. Dept. of Agriculture, Rural Utilities Services, Engineering and Environmental Staff",FID2629,30000078841669.iso
4274123,Global tropical/extratropical cyclone climatic atlas,[1996],The Command,FID1030,30000050015183.iso
789608,CSFI/DHKS 1994 data set and documentation,[1996],"Food Surveys Research Group, Beltsville Human Nutrition Research Center, Agricultural Research Service, U.S. Department of Agriculture",FID1816,30000044929259.iso
4908779,Stratospheric aerosol and gas experiment II,2000,"NASA Langley Research Center, Atmospheric Sciences Data Center",FID2380|FID401,30000078894205_1.iso|30000078894205_2.iso
575776,Veterans Benefits Administration Automated Reference Materials System (ARMS),[1994],The Administration,FID32,30000044596777.iso
1028829,National electronic catalog,[1995-,United States Postal Service,FID2204,30000062940691.iso
4644521,Academic science/engineering graduate enrollment and support,[1983-,National Science Foundation,FID3798|FID2292|FID1353|FID1192|FID3307|FID2749|FID1334|FID3535|FID2980|FID1572|FID2361,30000103500835.img|30000103500926.img|30000103500934.img|30000103500843.img|30000103500850.img|30000103500868.img|30000103500876.img|30000103500884.img|30000103500892.img|30000103500900.img|30000103500918.img
483374,1990 census transportation planning package,[1994?],"Bureau of Transportation Statistics, U.S. Dept. of Transportation",FID3489,30000035475569.iso
4265566,Proposed outer continental shelf oil and gas leasing program for 1997-2002,1996],Minerals Management Service,FID599,30000102588799.img
4270131,U.S. academic explorer,1996?],The Agency,FID3641,30000044928996.iso
614173,"Traffic safety data, 1988-1993",[1994?],"Bureau of Transportation Statistics, U.S. Dept. of Transportation",FID81,30000036885956.iso
5988677,guide to selected national environmental statistics in the U.S. government,[1994],ESID/OPPE U.S. EPA,FID825,30000102588450.img
4300286,CoastView,1999,The Center,FID3866,30000067351449.iso
4201357,CDP file,1991-,National Center for Chronic Disease Prevention and Health Promotion,FID514,30000116203096.iso
5315324,Drinking water resources,[2002],"U.S. Environmental Protection Agency, Drinking Water Academy",FID2568,30000082087119.iso
5126784,Understanding cultural landmines in the Balkans,[2001],U.S. Army Research Institute for the Behavioral and Social Sciences,FID377|FID1556,30000082743976.iso|30000084170525.iso
5315321,Selected Office of Water methods and guidance,[2002],"U.S. Environmental Protection Agency, Office of Water",FID1213,30000082087085.iso
4285629,"National Health and Nutrition Examination Survey, III, 1988-94",1997,"U.S. Dept. of Health and Human Services, Centers for Disease Control and Prevention, National Center for Health Statistics",FID2455,30000050445265.iso
4283134,Mississippi River shallow seismic survey,1997,"U.S. Dept. of the Interior, U.S. Geological Survey",FID2575|FID2656|FID1696,30000054498468.iso|30000054498575.iso|30000054498443.iso
6499571,Science and engineering indicators,2000-,National Science Board,FID2564|FID2241|FID2780|FID444,30000082743968.iso|30000062918416.iso|30000096199132.iso|30000096191667.iso
1067783,Annual energy review database,19uu,Energy Information Administration,FID795|FID2307|FID227|FID2621|FID1647,30000048838522.img|30000048838530.img|30000048838548.img|30000048838555.img|30000103218602.img
1032834,National Hospital Discharge Survey,1993-,"U.S. Dept. of Health and Human Services, Public Health Service, Centers for Disease Control and Prevention, National Center for Health Statistics",FID1925|FID1339|FID1557,30000047651173.iso|30000047646058.iso|30000056104742.iso
927845,Infobase,1993-,"Office of Technology, Planning Division",FID1260,30000056229259.iso
5274323,Grace,2002,"National Aeronautics and Space Administration, Goddard Space Flight Center",FID254,30000077044257.iso
4283970,National Health Interview Survey,19uu,The Center,FID115,30000047651066.iso
4262094,MM4 -- 1990 meteorology data,[1995],The Center,FID3912|FID980|FID1611|FID20|FID1829|FID3475|FID1017|FID753|FID1463|FID1052|FID1125|FID970,30000050015480_1.iso|30000050015480_2.iso|30000050015480_3.iso|30000050015480_4.iso|30000050015480_5.iso|30000050015480_6.iso|30000050015498_1.iso|30000050015498_2.iso|30000050015498_3.iso|30000050015498_4.iso|30000050015498_5.iso|30000050015498_6.iso
4263516,Picture atlas of the world,c1995,National Geographic Society,FID1020,30000037093782.iso
4283083,"C-CAP, Coastal Change Analysis Program",1997,"NOAA, Coastal Service Center",FID3401,30000050360068.iso
5096271,Emergency vehicle operator course,[1995],"U.S. Dept. of Transportation, National Highway Traffic Safety Administration",FID3520,30000081860409.iso
4275443,Natality data set,1996-,"U.S. Dept. of Health and Human Services, Public Health Service, Centers for Disease Control and Prevention, National Center for Health Statistics",FID2930|FID2617|FID1090|FID2768|FID625|FID2535|FID2771,30000047657303.iso|30000047657311.iso|30000047657329.iso|30000047657337.iso|30000048808426.iso|30000048839470.iso|30000056104825.iso
4290153,Time series of global monthly vegetation cover from NOAA/AVHRR (1985-1997),[1998],The Center,FID1740,30000056955754.iso
4233464,Biomedical research information,1993?-,The Division,FID148|FID552|FID403|FID939|FID428|FID1984|FID3292|FID1141|FID1653|FID2513|FID2356|FID1346|FID3138|FID1453|FID3176|FID817|FID3465|FID1708|FID121|FID1013,30000050034226.iso|30000050034234.iso|30000050034242.iso|30000050034259.iso|30000050034267.iso|30000050034275.iso|30000050034283.iso|30000050034291.iso|30000050034309.iso|30000050034317.iso|30000050034325.iso|30000050034333.iso|30000050034341.iso|30000050034358.iso|30000050034366.iso|30000050034374.iso|30000050034382.iso|30000047651009.iso|30000048839512.iso|30000056278603.iso
5706003,U.S. EPA seminars on indoor air vapor intrusion,2003,U.S. Environmental Protection Agency,FID3231,30000093768038.iso
4267712,"Braille book review, or, Talking book topics",199u,"National Library Service for the Blind and Physically Handicapped, Library of Congress",FID701|FID1086|FID3368|FID144|FID3035|FID1711|FID402|FID1251|FID3032,30000048881456.img|30000048881449.img|30000048881431.img|30000048881423.img|30000048881415.img|30000048881407.img|30000048881399.img|30000048881381.img|30000103152926.img
4300025,"Climatic atlas of the Barents Sea, 1998",[1998],"U.S. Dept. of Commerce, National Oceanographic Data Center",FID2841,30000061244806.iso
3714522,Welcome to NASA's Earth Science Enterprise,[2000],"NASA, Goddard Space Flight Center",FID1106,30000078830431.iso
5096270,Current population survey,[2001],"U.S. Dept. of Commerce, Economics and Statistics Administration, U.S. Census Bureau",FID1812,30000081860425.iso
6407565,Additional clarification of intercollegiate athletics policy,2005],"U.S. Dept. of Education, Office for Civil Rights",FID1288,30000042372817.iso
4292915,Public-use data,[1998],"National Center for Education Statistics, Office of Educational Research and Improvement, U.S. Dept. of Education",FID13,30000061235333.iso
4965166,Historic preservation issues course,[2000],The Service,FID1394,30000078288036.iso
3714526,Imagine the universe,2000,The Center,FID2238,30000078894221.iso
4283245,Rotatable images of the solid planets and satellites of the solar system (SSGlobes),1997,"U.S. Geological Survey, U.S. Dept. of the Interior",FID407,30000077395543.iso
4256184,Forest stewardship planning guide,[1995?],USDA Forest Service,FID834|FID1639,30000102583642.img|30000102583659.img
1026436,DOD dictionary of military and associated terms,1994-,Joint Chiefs of Staff,FID2295,30000048802791.iso
5137474,"Designated driver, safe ride program",[2001],National Highway Traffic Safety Administration,FID151,30000077043879.iso
4998524,Taxpayer rights & alternative dispute resolution CD-ROM 2001,2001,"Internal Revenue Service, Western Area Distribution Center",FID3429,30000076093909.iso
4232450,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2299,30000038687087.iso
4272386,Information collection rule water utility database system,[1996],U.S. Environmental Protection Agency,FID3690|FID3365|FID1617,30000102588542.img|30000102588559.img|30000102588567.img
6112953,Mapping the global future,2004],"National Intelligence Council : [Supt. of Docs., U.S. G.P.O., distributor",FID201,30000095947721.iso
5627879,Financial Crimes Enforcement Network (FinCEN),[2003?],Financial Crimes Enforcement Network,FID1670,30000085738890.iso
4951203,United States Army in World War I,2001,U. S. Army Center of Military History,FID3323|FID1633|FID97,30000079006486_1.iso|30000079006486_2.iso|30000079006486_3.iso
5633794,Census 2000 summary file 3 (SF3),[2002],U.S. Census Bureau,FID630,30000053421792.iso
4924654,Program tasks and bibliography for FY 1999,[2000],Office of Life and Microgravity Sciences and Applications,FID3890,30000078791161.iso
